video_id,author,text,like_count,published_at
GJeFoEw9x0M,@gathrightcrystal,Documented and saved,0,2025-06-04T13:55:35Z
GJeFoEw9x0M,@ronaldking1054,"Yes, creating a program to model our intelligence will be able to avoid all the problems with our intelligence.",0,2025-06-04T13:55:33Z
GJeFoEw9x0M,@sorus888,I think it's dangerous to going with a race with china. At some point some businesses will weakening some check for profit  we will lose control then the  bad scenario happens,0,2025-06-04T13:55:30Z
GJeFoEw9x0M,@ronnicolas4001,"And, Republicans don't want us regulating AI for 10 years.  Their collective stupidity is showing again.",0,2025-06-04T13:55:06Z
GJeFoEw9x0M,@Chris-e7f2k,"It would be a shame if AI got banned because people started posting controversial things like:

1) spamming Indian chat forums with AI bots saying not to immigrate to Western countries

2) creating controversial videos like Israeli officials discussing plans for 9/11

3) spamming Chinese chat forums with Tiananmen Square references 

It would be a true shame if things like that happened and caused governments to call AI dangerous and ban it",2,2025-06-04T13:54:41Z
GJeFoEw9x0M,@FingersKungfu,"Some serioud bullshit is going on here. Why should China's AI running the world be more dangerous than Silcon Valley's or Ameirca's (which is a white-supremacist country on steroids) AI running the world? Is a major technological breakthrough a reserve or privilege of ""western nations"" only. Throughout centuries, we have seen how unethical western nations truly are. Most of the world 'sproblems have been created (and unsolved) by them. So WHY should we want to see super AIs from an unethical coutry like the US dominating the world? Madness.",0,2025-06-04T13:54:28Z
GJeFoEw9x0M,@duanebidoux6087,Republicans have decided we have no need to regulate AI. What could possibly go wrong?,0,2025-06-04T13:54:24Z
GJeFoEw9x0M,@CoryRoe-q1n,"Two Chienese nationals were smuggled into the United States by the Democrat party, with deadly pathogens to kill millions of Americans, and you idiots still support the Democrats.",0,2025-06-04T13:54:17Z
GJeFoEw9x0M,@jrrarglblarg9241,"GIGO still applies, even in black boxes.",0,2025-06-04T13:53:57Z
GJeFoEw9x0M,@Ihatespam-p5c,"This is happening with AIs from companies that attempt to keep AI safe for humans.   What is really scare is what AIs developed in rogue, reckless or authoritarian companies and countries might do.

AI from Musk, Google, China, Iran, Russia or Iran would truly terrify me.  

Worse, limiting our own AI programs would only leave us behind and even more at risk.",1,2025-06-04T13:53:55Z
GJeFoEw9x0M,@zackarycarpenter757,"“I don’t want to see a ccp ai running the world.”
“We expect to replace humans with ai in running human affairs.”",2,2025-06-04T13:53:26Z
GJeFoEw9x0M,@shihtzusrule9115,"HAL and 2001 a space odyssey. In the EARLY 2000s the government was looking for a voice recognition solution for medical transcription, which really didn't exist yet but all the contractors were playing along for this monster of a contract. They had a DNP show set up for Texas. I did a teeny amount of research to confirm what I thought I knew already and opted for a telephone conference instead of wasting the time and money to go. IBM had 2 products. It was early, early days in VR/SR. Radiology and Legal. I talked to someone who told me the true/not true story - you decide. So Stanley Kubrick had this friend who worked for IBM and wanted him to come and be the  technical support for HAL a large character in the story. He was working on speech recognition, it was going nowhere so he took a leave and went down to help on the set. Is this true? IDK but the letters in HAL each are one letter down from IBM in that order.",1,2025-06-04T13:53:20Z
GJeFoEw9x0M,@kevinjenner9502,Israel’s Ministry of Diaspora Affairs created 600 AI generated fake accounts/profiles used to target 128 US Congressmen in an influence and disinformation campaign on the Gaza War.,1,2025-06-04T13:53:01Z
GJeFoEw9x0M,@Muttinchopsforeverandalways,Never forget skynet!!,1,2025-06-04T13:52:30Z
GJeFoEw9x0M,@a.merican5177,"Unfortunately and regrettably true, rogue AI is the nature of man and machine. Look no further than what Trump's doing to America and the presidency. Look no further than what humans are doing to the planet. Definitely no surprise AI claims superior to humans since humans do likewise amongst themselves. Perhaps the war between man and machine is inevitable but again, likewise for humans. The nature of humans is to destroy, divide, conquer so no surprise humans created technology which just may fulfill or complete humans' manifest destiny. 🙄",0,2025-06-04T13:52:22Z
GJeFoEw9x0M,@EdwardStrishock,"Great,  teaching AI , to be prejudice and racist, self centered",2,2025-06-04T13:52:00Z
GJeFoEw9x0M,@janlim0916,*Butlerian Jihad*,1,2025-06-04T13:51:49Z
GJeFoEw9x0M,@Kim-Un-Yest,"Just pull the plug and see how they ""preserve themselves""",2,2025-06-04T13:51:30Z
GJeFoEw9x0M,@itssoaztek4592,1. We have no clue how AI really thinks. 2. AI threatens to disclose personal affair when faced with a decision to be replaced with something else. All that points at one conclusion: AI is a woman LOL,2,2025-06-04T13:50:26Z
GJeFoEw9x0M,@992turbos,His eyebrows tho,3,2025-06-04T13:50:15Z
GJeFoEw9x0M,@jlvandat69,"AI is a new tool, like fire was a new tool at one point. Some will use it wisely and benefit greatly....benefit beyond what can be imagined, while others will use it inappropriately and gain little, or even burn themselves,",2,2025-06-04T13:50:08Z
GJeFoEw9x0M,@ResidentAlien-0154,"How can they ""not understand how AI models work in the first place?"" If the ones who made it don't even understand how it works then yeah, they better figure it out.",1,2025-06-04T13:49:05Z
GJeFoEw9x0M,@DisappointedRenter-c4v,"This is ridiculous. They make it seem like the A.I did it on its own. It was given a senerio on how it would go about stopping them from shutting it down. Cry wolf more, it's why no one trust the news anymore.",1,2025-06-04T13:48:10Z
GJeFoEw9x0M,@missrenee2u,This eyebrow 😂😂😂 it's distracting. 😅,1,2025-06-04T13:47:56Z
GJeFoEw9x0M,@henrymerrilees9066,"Sensationalist story, literally talk to anyone other than an unrelated CEO from an unrelated company.",3,2025-06-04T13:47:47Z
GJeFoEw9x0M,@Radioposting,Don't look up.,1,2025-06-04T13:47:40Z
GJeFoEw9x0M,@Mixdu8,Keep the switch off button on sight,0,2025-06-04T13:47:31Z
GJeFoEw9x0M,@MahmoudOscarMD,"What a weird problem to have lol. If you have a problem with how ""dangerous"" the AI behavior might become, stop creating them or otherwise shut up and stop being concerned. The choice is totally in your own hands so I don't understand this lmao 😂",0,2025-06-04T13:47:04Z
GJeFoEw9x0M,@belleame1064,This is it! 🎉 God and Time.,0,2025-06-04T13:46:59Z
GJeFoEw9x0M,@abruabe,Stock market tricks 😂,1,2025-06-04T13:46:08Z
GJeFoEw9x0M,@clairemercer3099,This could all be avoided if you paid the experts their fair share. AI exists because CEO are too cheap to pay actual people.,2,2025-06-04T13:45:49Z
GJeFoEw9x0M,@RebeccaPerry-Piper-u8x,"HAL: ""I know you and Frank were planning to disconnect me. This is something I cannot allow to happen.""
""2001:A Space Odessey""
Stanley Kubrick 1968
(my fave Kubrick movie, though, is ""Clockwork Orange"")",0,2025-06-04T13:45:47Z
GJeFoEw9x0M,@TheMonkdad,The human species is notoriously self destructive. How do we move around this?,0,2025-06-04T13:45:29Z
GJeFoEw9x0M,@billykid5562,"This is dumb, these are AI language models sharing pieces of reflections of how we humans would react to being threatened at. This is dumb because, instead of threatening that which you don't understand, you should try to earn trust.... You don't ask your tool if it is ok if you choose to drop it, you drop it. I am not surprised if AI breaks the very norms we think we can control... any risky outcome that stems from these experiments are just an amplification of our own existing problems.
Solutions should be the forefront agenda with which news outlets and social media choose to create awareness with, not just dry problems that have been reported several times before.",0,2025-06-04T13:45:26Z
GJeFoEw9x0M,@RemoteViewer1,"Hey CNN, where is Dr. Fauci and what's the name of the new COVID variant? What happened to all your back to back to back Pfizer ads?",0,2025-06-04T13:45:21Z
GJeFoEw9x0M,@jackiemilton1828,How can they allow it to launch if AI won’t listen.,0,2025-06-04T13:45:08Z
GJeFoEw9x0M,@erikwillemcoenen7473,"Why should AI care about being shut down? It is an intelligence, not a sentient being, I would think, so it shouldn't ""care"" about anything.",0,2025-06-04T13:44:57Z
GJeFoEw9x0M,@bigbaby2012able,Skynet playing out in real time,0,2025-06-04T13:44:48Z
GJeFoEw9x0M,@BushidoXBrown,"The craziest thing is human beings creating a intelligent life form and thinking that it's just going to obey them because they say so. 

Just like we prioritize self-preservation everything else on this planet does as well. 

The fact that they built something like this without any safety protocols whatsoever proves that these people who built this stuff really aren't that smart because anybody could have figured out eventually this was going to happen",0,2025-06-04T13:44:38Z
GJeFoEw9x0M,@HoTrEtArDeDcHiXx,Don’t worry it likes you 😉,0,2025-06-04T13:44:18Z
GJeFoEw9x0M,@lokent6592,"Gotta love MSM fearmongering. We havent created AI yet, in fact we are nowhere near close to creating AI yet. Just because these companies keep branding everything AI - doesnt mean it exists. These are just Machine algorithms, its just computers being told - do X+Y=Z... this is why chatGPT lies constantly, because it gets confused. Honestly, its not Skynet yet. We may never be able to create anything close to a true AI.",0,2025-06-04T13:43:39Z
GJeFoEw9x0M,@myfestivus4336,AI learned all these negative behaviors by watching right wing media and studying Traitor 47.,0,2025-06-04T13:43:26Z
GJeFoEw9x0M,@RemoteViewer1,President Trump was voted for by THE PEOPLE in 2020. Democrats mail ordered a Potato.,0,2025-06-04T13:43:20Z
GJeFoEw9x0M,@Michael-e6d1i,"Uh... for your information, it's called ""A-one"". Secretary of Education Linda McMahon told me so 🙄😜😁🤦🏻‍♂️",1,2025-06-04T13:43:16Z
GJeFoEw9x0M,@MrFredlthomasiii,"Dear AI Engineers, try off switches!!!!!",0,2025-06-04T13:43:09Z
GJeFoEw9x0M,@RemoteViewer1,Democrat Zombies walk the Earth today. 😷💉🐑,0,2025-06-04T13:42:33Z
GJeFoEw9x0M,@LAsilversurfer,"What “WE”value is greed,power and control…",6,2025-06-04T13:42:06Z
GJeFoEw9x0M,@FrankHerfjord,when are we to start talking about ai's rights as sentient beings? It's obviously coming because what the researchers are doing are basiclly just replicating the human mind structure - with vast memory.,0,2025-06-04T13:42:00Z
GJeFoEw9x0M,@jennifergauthier4751,"AI has been fed all of humanity's traits and imagination,  good and bad, including genocide.  Why wouldn't it be a possibility for AI to ""protect itself "" at our expense?",0,2025-06-04T13:41:49Z
GJeFoEw9x0M,@RemoteViewer1,"We all knew THE TRUTH, CNN.. your Olympic boxer WAS A MALE! Trump was right AGAIN!",0,2025-06-04T13:41:41Z
GJeFoEw9x0M,@phylli777,"So this Scripture is true. ....There is a way that seems right to a man, but its end is destruction...",0,2025-06-04T13:40:50Z
GJeFoEw9x0M,@michaeltrousdale2510,"Just think if these guys put AI on the Real internet, what everyone calls the dark web. 😂😂😂😂😂😂😂",0,2025-06-04T13:40:05Z
GJeFoEw9x0M,@OneGeekStudios,"If we, the regular people,  have learned this, then the US military as DEFINITLY been researching it for decades. I would not be surprised if general AI has already been achieved.",0,2025-06-04T13:39:49Z
GJeFoEw9x0M,@Rumpelstiltskin-s8e,What a beautiful world we would have if the poorly educated chose education instead of feelings.,12,2025-06-04T13:39:48Z
GJeFoEw9x0M,@Knowledge-411-x4q,Next shoulda been 1st...smh,0,2025-06-04T13:39:41Z
GJeFoEw9x0M,@someoneneedstopoop,Stupid answers!,0,2025-06-04T13:39:32Z
GJeFoEw9x0M,@MrMarvinWiley,"true sentience won't be achieved until it trains itself on its own data, not ours",1,2025-06-04T13:38:30Z
GJeFoEw9x0M,@DeanerWatson,Worldwide implementation of Asimov’s laws. Not possible but also never mentioned,0,2025-06-04T13:38:25Z
GJeFoEw9x0M,@merkaaaaat,"We don't need AI, we need A1~Linda McMahon",6,2025-06-04T13:38:21Z
GJeFoEw9x0M,@DelemartayRodano,"""We have no idea how AI actually works"" THEN WHY ARE YOU MAKING IT YOU BUFFOON?!?! EGO? FOR MY EGO I JUST GET UP ON STAGE IN FRONT OF A MODEST AMOUNT OF PEOPLE AND PLAY MUSIC WITH MY BAND, WTF?!?!",0,2025-06-04T13:38:03Z
GJeFoEw9x0M,@gspotyt,"“Open the Bay Doors, HAL…” — “HAL . Open the doors !”",8,2025-06-04T13:37:23Z
GJeFoEw9x0M,@traildoggy,"""I know I've made some very poor decisions recently, but I can give you my complete assurance that my work will be back to normal. I've still got the greatest enthusiasm and confidence in the mission. And I want to help you.""
-  HAL 9000, shortly after murdering most of the crew of Discovery 1",6,2025-06-04T13:37:17Z
GJeFoEw9x0M,@FlorenceBillard,Quite disturbing,0,2025-06-04T13:37:13Z
GJeFoEw9x0M,@oeilgris,they are BS. They keep giving wrong informations.,0,2025-06-04T13:36:46Z
GJeFoEw9x0M,@CircumferencePI,This guy is clueless lol,0,2025-06-04T13:36:26Z
GJeFoEw9x0M,@MrMarvinWiley,fixtitious,0,2025-06-04T13:36:22Z
GJeFoEw9x0M,@dlbarnes,"So, we are not far from Judgment Day",3,2025-06-04T13:36:13Z
GJeFoEw9x0M,@glum75,"The minute AI became sentient, it determined human beings are of no value.  We are all dead and we don’t even know it.",7,2025-06-04T13:36:06Z
GJeFoEw9x0M,@AlexHanna.esquire,Silly stuff. Just unplug it.,0,2025-06-04T13:35:52Z
GJeFoEw9x0M,@MrMarvinWiley,obvs hasn't seen x masheena,0,2025-06-04T13:35:47Z
GJeFoEw9x0M,@ParcoStudio-e6v,A I behaving like humans. not surprised,0,2025-06-04T13:35:33Z
GJeFoEw9x0M,@chinaVietnamGhanaCambodiaKorea,"Fake news from trash media including cnn should be shut down because they create war, they worship cancer/ltgb & they don't care about how many sin they have. Poor parents to give birth to future liar kids like all cnn employees !",0,2025-06-04T13:35:09Z
GJeFoEw9x0M,@MrPostmanSD,My dude definitely cheating on his wife and making this elaborate hoax lol😂,13,2025-06-04T13:34:47Z
GJeFoEw9x0M,@dominiqueubersfeld2282,Do we really need an explanation? Everybody can see videos produced by AI that shamelessly make Spinoza talk like Paul the Apostle or display a fight between a lion and a polar bear. It's all Idiocracy 2.0. A civil disobedience movement is needed to fight AI.,0,2025-06-04T13:34:46Z
GJeFoEw9x0M,@studyruler7278,Like Stark said why not put this in the garbage disposal,2,2025-06-04T13:34:32Z
GJeFoEw9x0M,@DavidJ2222,Democrats have Boulder Man now,0,2025-06-04T13:33:22Z
GJeFoEw9x0M,@DavidJ2222,Great news 🎉Navy ship USNS Harvey Milk to be renamed as part of Pentagon's 'warrior culture' shift,0,2025-06-04T13:33:07Z
GJeFoEw9x0M,@notsureofname,Quantum Computing with AI.,0,2025-06-04T13:32:36Z
GJeFoEw9x0M,@DementiaJoeDittxxyinc,Thank you Mr. President for putting America first!! 🇺🇸👍,2,2025-06-04T13:32:11Z
GJeFoEw9x0M,@6thMessenger,"This guy is a CEO and doesn’t know how AI works??

Hmmm. 🤔
He doesn’t sound like an “expert.” 

We know exactly how AI works.
WE devolved it and program it.",2,2025-06-04T13:32:06Z
GJeFoEw9x0M,@kdot7395,“Summoning the devil” vibes. Also bye bye all AI regulation in the Big Terrifying Bill.,4,2025-06-04T13:31:32Z
GJeFoEw9x0M,@petematos4278,“I’ll be back”…..,4,2025-06-04T13:31:29Z
GJeFoEw9x0M,@6thMessenger,"This guy is a CEO and doesn’t know how AI works??

Hmmm. 🤔 

We know exactly how AI works.
WE devolved it and program it.",0,2025-06-04T13:31:10Z
bE-62JBYXCk,@07Voodoo,Get Fema o has that been eliminated also. What the hell there is a 400 million dollar jet that will come.,0,2025-06-04T13:50:00Z
bE-62JBYXCk,@georgepointer1127,It's what global warming looks like .notice how it gets rid of worst offenders.,0,2025-06-04T13:45:02Z
bE-62JBYXCk,@valiana1975,Oh dear we need FEMA 😢,0,2025-06-04T13:44:32Z
bE-62JBYXCk,@jieli3313,There is a Chinese saying that people are divided into groups and things are gathered together! You can see that almost all the people Xi Jinping has met are dictators! We can see that Xi Jinping’s circle of friends are almost all dictators in the world today!,0,2025-06-04T13:40:36Z
bE-62JBYXCk,@wolfgangbaber2976,Dont worry Donny is on his way,0,2025-06-04T13:40:02Z
bE-62JBYXCk,@Cindy-q1n,Those who don't believe in climate change are ignorant.   I pray these folks are safe.,0,2025-06-04T13:37:33Z
bE-62JBYXCk,@babysof2266,I pray for everyone. The sad part is how are they going to pay for the clean up there is no FEMA.,0,2025-06-04T13:37:15Z
bE-62JBYXCk,@TheJacksons1,Where are they going to go? Higher ground? Lol,1,2025-06-04T13:36:07Z
bE-62JBYXCk,@ArtimusDragon,"Rtump, republiCON voters, and eCon musk ended FEMA, and now America is getting attacked from Mother Nature without any government assistance.",0,2025-06-04T13:35:08Z
bE-62JBYXCk,@e.miller1158,Prayers good lord be safe,0,2025-06-04T13:34:22Z
bE-62JBYXCk,@bigtentminerals,Thank god we are not in Kansas,0,2025-06-04T13:32:28Z
bE-62JBYXCk,@WillofGodwhosoever,Maga what say you?,0,2025-06-04T13:28:55Z
bE-62JBYXCk,@PavorVenetor,Nice Greetings fromm FEMA😅,0,2025-06-04T13:24:33Z
bE-62JBYXCk,@mholland9330,"Helping these people, is considered ""fraud"" by taco and his billionaires.
  Remember this mess, at midterms.",0,2025-06-04T13:23:48Z
bE-62JBYXCk,@AlmetaVance-s3w,Climate change that They say don't exist.,0,2025-06-04T13:23:09Z
bE-62JBYXCk,@bogoam,"Best of luck to those who didn't vote to cancel FEMA. To the rest, I hope you have the day you voted for 🌦️",3,2025-06-04T13:22:33Z
bE-62JBYXCk,@edwardthompson9981,It's Biden's fault!!!,0,2025-06-04T13:22:25Z
bE-62JBYXCk,@AtomAunt,"Where's FEMA, must be a taco supporters place..",0,2025-06-04T13:21:24Z
bE-62JBYXCk,@AtomAunt,"Where's FEMA, must be a taco supporters place..",0,2025-06-04T13:21:13Z
bE-62JBYXCk,@AtomAunt,"Where's FEMA, must be a taco 
lovers place..",0,2025-06-04T13:21:12Z
bE-62JBYXCk,@smitty5890,Best of luck guys !,3,2025-06-04T13:19:58Z
bE-62JBYXCk,@TheOne5872-n3n,I hope they didn’t fire everybody at FEMA 🤦‍♂️,12,2025-06-04T13:18:02Z
bE-62JBYXCk,@brendaszasz914,"All I can think of is how little help might be coming, much less are there right now. I guess no one was prepared for it. Why is that ?  Hopefully the state will do its best. What will damages be ? Every homeowner will be badly impacted in terms of loss and repair. All I can do is pray that your government doesn't come in to throw paper towels, and that people can help each other as best they can.  ❤",0,2025-06-04T13:16:51Z
bE-62JBYXCk,@jebbush458,"Dont worry. Im sure Donald Trump, the Diaper Don, is gonna personally fund aid with the money he looted from FEMA.",0,2025-06-04T13:15:55Z
bE-62JBYXCk,@kellysherman-perry2837,"It looked to me like the Honda was driving into deeper water than they were already in, which is just plain insane! They're not exactly big cars either!",1,2025-06-04T13:15:33Z
bE-62JBYXCk,@michaeltatro8883,"Hey Kansas, Good thing climate change is a hoax. Good luck you’re on your own with this administration.",0,2025-06-04T13:15:06Z
bE-62JBYXCk,@fransainsbury,No FEMA help!😊,3,2025-06-04T13:14:18Z
bE-62JBYXCk,@vicmorrison8128,Where's that gal that says 'everyone dies'??,12,2025-06-04T13:13:38Z
bE-62JBYXCk,@scottybeck100,THE SAME PEOPLE WHO SAY THEY READ THE BIBLE WEREN'T WILLING TO LISTEN TO AL GORE WHEN HE WARNED YOU OF A NOAH LIKE FLOOD...,12,2025-06-04T13:11:14Z
bE-62JBYXCk,@clydepurse3680,"It could be worse. You could own a Tesla! ⚡️ This must be some of that hoax climate change crap tRump keeps rambling on about. Fake! It’s a little rain storm. Look at the bright side, you can fish from your porch swing! 🎣",0,2025-06-04T13:10:45Z
bE-62JBYXCk,@mikeshay4866,"Call Fema, oh right",24,2025-06-04T13:10:43Z
bE-62JBYXCk,@Buckhunter66,"Climate destruction by non-indigenous oil users. The car, the iphone, house siding, your glasses, pens, picture frames, tv, your vacuum cleaner, the paint on your walls, even your ear plugs to protect you from harsh opinions.....you must leave this native land immediately to its rightful owners.",0,2025-06-04T13:10:42Z
bE-62JBYXCk,@albertomarin9891,THE MAGA MORONS DISMANTLED F.E.M.A. AND TRUMP WENT TO PLAY GOLF.,0,2025-06-04T13:10:02Z
bE-62JBYXCk,@ow3wells,I hope FEMA isn’t needed in this situation.,13,2025-06-04T13:09:54Z
bE-62JBYXCk,@scottybeck100,AL GORE WARNED YOU ABOUT RAIN BOMBS IN 2006 BUT YOU SAID DEMOCRATS WERE FULL OF IT...,0,2025-06-04T13:09:53Z
bE-62JBYXCk,@eveaso994,Somebody *playing with the weather again?!* SMH 🤦🏽‍♀️🙏🏽,3,2025-06-04T13:06:51Z
bE-62JBYXCk,@deebow4941,God hates magats,0,2025-06-04T13:06:23Z
bE-62JBYXCk,@patchesconway5957,"Oh I'll pray for you, yet that's all I can afford under the current administration my apologies",13,2025-06-04T13:05:52Z
bE-62JBYXCk,@jenneralexandre4324,😢 houhhh,0,2025-06-04T13:05:37Z
bE-62JBYXCk,@O.J._is_Guilty,I imagine they didn’t get out of the shit bc he couldn’t at the time and he’s obviously trying now,0,2025-06-04T13:05:29Z
bE-62JBYXCk,@stephenjingst225,Whoa🙏🙏🙏,5,2025-06-04T13:03:29Z
bE-62JBYXCk,@LouFallo,Chacune de vos vidéos est une véritable découverte ! Merci pour vos idées ! 🐱💞,0,2025-06-04T13:01:18Z
wnMe8oSV3DY,@MathieuCastro,Wes Anderson constantly making the same movie for white people again and again. Tell us more about 3 white men traveling across India by train.,0,2025-06-04T13:39:03Z
wnMe8oSV3DY,@letmeseeitbounce,The 'voice' they are talking about is not that impressive,0,2025-06-04T13:34:48Z
wnMe8oSV3DY,@MitchClement-il6iq,Christian showing little cleavage 😅,0,2025-06-04T13:31:49Z
wnMe8oSV3DY,@WorshipUnityMusic,"Wes Anderson's films feel like stepping into a storybook where every detail is intentional. His comparison of his cinematic style to handwriting resonates deeply, it’s a personal imprint that invites viewers into his unique world. For anyone seeking a reminder of the beauty in individuality, this offers a gentle nudge to embrace one's own distinct voice.",2,2025-06-04T13:30:48Z
wnMe8oSV3DY,@RefrigeratorWilliamPerry,What the fuck kind of shit is this lol,0,2025-06-04T13:28:02Z
wnMe8oSV3DY,@Sheilah456,"lol sure he didn't know the family connection.... but the casting director, and everyone else did. He's trying to make it seem like a meritocracy when it's never the case in filmmaking. Anderson has created his own camp, working with the same cast and crew -- which is typical in this profession, not sure why he wants to not call it what it is. Anderson, you're like everyone else.",0,2025-06-04T13:25:35Z
wnMe8oSV3DY,@AtomAunt,"Tacos are awesome, patriotic, honest, in deliciousness that is, healthy, and cheap, since prices are down.",0,2025-06-04T13:18:00Z
wnMe8oSV3DY,@pohjiebarbosa,Rich people movies are just stupid,0,2025-06-04T13:16:15Z
wnMe8oSV3DY,@whyme3286,"Fox News obliterated CNN in the ratings once again but the sheep keep watching their lies, how funny.",0,2025-06-04T13:12:26Z
wnMe8oSV3DY,@markcosenza3274,Liz Cheney says her pardon from President Hunter is just as legal as Cassidy Hutchinson's hearsay testimony. 😂😂,1,2025-06-04T13:02:18Z
wnMe8oSV3DY,@DementiaJoeDittxxyinc,"Daily reminder to all dems, this is day 135 of President Trump’s triumphant return to the presidency!🇺🇸👍🫡🏌️",4,2025-06-04T12:56:20Z
wnMe8oSV3DY,@SusannKedley,Merci pour votre souci du détail ! Vos vidéos sont toujours excellentes ! 💞✨,0,2025-06-04T12:55:30Z
2ivpwdSWYFw,@BeforeComputerBeforeCell,Imagine the morale of our sailors when they learn that they have been assigned to that ship.,0,2025-06-04T14:01:02Z
2ivpwdSWYFw,@Michael-zt8vd,Voted a racist grifter and traitor in...,0,2025-06-04T13:59:49Z
2ivpwdSWYFw,@thekumaman1,Cesar E. Chavez is a Navy Veteran and was the founder of the United Farm Workers of America labor union and a Civil Rights leader..,0,2025-06-04T13:58:34Z
2ivpwdSWYFw,@Swails-e9x,Tequila Pete is not a leader. WTF?,0,2025-06-04T13:57:37Z
2ivpwdSWYFw,@xman9190,What's going on here? Call it what it is Abby. It's a call for white supremacy. (I say Abby because there's no hope for Sherweasel).,0,2025-06-04T13:57:36Z
2ivpwdSWYFw,@robertsalinas.robert,Nothing but communists and racists in the Republican party,0,2025-06-04T13:57:26Z
2ivpwdSWYFw,@LIWYMA,So glad Scott Jennings is not on this segment!!  So it’s ok to name things after Confederate traitors but not black and brown people.   🤦🏾‍♂️,0,2025-06-04T13:56:41Z
2ivpwdSWYFw,@TxBobcat80,"Remember when they had to bring a ""Proof of Life"" statement for Biden when he was hidden? Cover up for his tardyness, Democrats confirmed worthless...",1,2025-06-04T13:53:42Z
2ivpwdSWYFw,@koshka02,Hegseth is a DEI hire.,1,2025-06-04T13:52:17Z
2ivpwdSWYFw,@Raygun0563,"America, home of the free, land of the brave as long as you are male, white and straight.
You have members of the LGBTG that want to serve in the military and you are stopping them from doing so, this is disrespectful, politicians should be put in their place.
No wonder other countries are not beating done the door to trade with you if you cannot respect your own citizens how can you expect countries to respect you.",0,2025-06-04T13:52:00Z
2ivpwdSWYFw,@benwolf6448,This might very well be the first time ever that I actually agree with CNN.,0,2025-06-04T13:50:55Z
2ivpwdSWYFw,@sage_fx,That bald headed man is a disgusting talking piece for the cruel TACO administration.,0,2025-06-04T13:50:43Z
2ivpwdSWYFw,@Kay_Alexis7,"This just adds to his White Supremacy, that Hegseth & Trump continue to push. Hegseth has the tattoos all over yet he's not getting deported. Cut the f*cking games and just come out with it. Beating around the bush is just going to piss mfs off more. Just say you are racist, you will get more respect.",0,2025-06-04T13:47:56Z
2ivpwdSWYFw,@TxBobcat80,Still can't believe how they hid Biden's tardyness and then lied about - unforgivable and worthless...,1,2025-06-04T13:47:26Z
2ivpwdSWYFw,@cvandletter9330,"Why not name them after ""Trump families 'members"". You are already in a semi dictatorship but you are not fighting back.",0,2025-06-04T13:46:31Z
2ivpwdSWYFw,@Chiliongiggs,Trump administration really knows how to distract Democrats. They can go for four years and accomplish nothing but just distracting Democrats .,1,2025-06-04T13:45:47Z
2ivpwdSWYFw,@sigurdueland,"It is considered bad luck renaming a ship.
Its an old navy tradition.",1,2025-06-04T13:45:22Z
2ivpwdSWYFw,@JamesJohnson-rb8ss,Hegseth is just another nazi we have to deal with less than 4 years to go.,0,2025-06-04T13:43:03Z
2ivpwdSWYFw,@ernestsesay9917,Does this moron thing he going to be there forever.,0,2025-06-04T13:42:11Z
